63.64 15.30 31.02 45.28 52.17 18.60 50.54 74.95 33.97 23.00 36.77 28.84 14.87 32.28 72.45 32.70 33.02 45.97 16.76 34.13 52.00 12.81 42.38 38.47 66.03 29.73 48.41 34.00 49.19 25.06 10.44 31.58 47.54 9.22 33.60 48.17 25.06 31.62 11.31 38.05 60.96 17.89 20.59 11.18 32.20 0.00 60.00 21.26 22.80 8.25 76.16 32.25 42.19 17.20 4.47 31.62 84.12 
63.07 46.67 81.84 25.18 25.18 42.54 26.57 58.60 93.61 49.73 34.06 68.00 45.22 77.52 64.20 74.71 84.63 80.06 47.42 71.59 56.00 47.71 34.23 96.21 42.05 74.43 107.52 80.52 14.56 35.38 57.25 42.30 31.05 51.74 68.94 32.00 35.38 68.88 48.83 87.13 4.47 42.52 79.25 53.04 89.83 60.00 0.00 38.83 39.70 57.31 18.11 90.51 40.45 62.03 64.40 38.47 26.31 
55.01 11.05 47.43 25.96 35.13 5.10 31.78 64.88 55.15 18.36 20.10 38.00 6.40 45.54 65.00 44.10 49.98 51.62 11.18 43.05 46.69 8.94 26.08 58.82 52.50 42.43 69.43 46.04 29.12 6.32 19.42 19.72 30.07 13.89 41.19 33.53 6.32 40.05 10.00 53.85 39.70 6.00 41.23 16.76 52.43 21.26 38.83 0.00 10.00 18.97 55.46 52.80 31.62 26.00 25.61 17.09 63.56 
64.88 7.62 42.54 33.02 29.43 14.21 39.01 55.95 54.64 27.80 29.12 30.59 11.70 39.22 55.47 37.11 45.28 60.37 19.72 35.23 36.77 14.56 34.93 56.57 44.72 36.06 68.12 52.95 27.20 6.00 25.32 29.68 38.21 13.60 33.06 26.08 6.00 32.25 14.14 48.33 41.62 6.32 40.00 13.60 50.21 22.80 39.70 10.00 0.00 24.08 54.41 50.99 22.36 32.98 27.20 26.83 62.13 
55.44 17.72 39.12 39.82 53.08 14.76 44.65 79.06 39.12 15.13 30.53 36.72 13.15 40.52 77.39 40.85 41.01 39.05 10.63 42.06 57.31 10.20 35.78 44.94 68.73 37.95 53.85 29.12 48.08 24.33 2.24 24.35 41.18 12.53 41.34 50.16 24.33 39.45 10.00 46.17 57.69 18.00 27.20 16.40 38.90 8.25 57.31 18.97 24.08 0.00 74.32 38.63 45.61 10.00 10.20 25.06 82.46 
79.06 61.85 94.79 43.01 30.89 59.62 43.57 55.44 109.04 67.68 52.15 79.65 61.72 89.50 63.03 86.21 97.62 98.13 64.85 82.42 60.73 64.40 52.04 110.63 40.00 86.56 122.44 98.49 27.20 51.11 74.46 60.41 48.37 67.42 79.63 38.47 51.11 80.00 65.30 99.36 20.10 58.31 94.40 68.01 104.35 76.16 18.11 55.46 54.41 74.32 0.00 105.26 48.37 79.70 80.62 56.57 8.25 
91.27 43.84 17.26 77.52 77.52 50.77 82.76 89.68 7.62 53.45 68.88 32.25 46.62 25.18 84.05 29.07 15.81 63.06 48.75 34.01 64.50 44.94 74.32 6.32 86.02 26.00 17.20 46.17 78.10 55.17 40.16 62.97 79.62 39.05 36.01 71.55 55.17 34.06 43.27 20.59 92.02 48.17 11.66 37.48 2.24 32.25 90.51 52.80 50.99 38.63 105.26 0.00 62.77 42.43 28.64 63.56 112.80 
84.20 27.89 49.09 47.01 17.49 36.36 52.55 33.62 68.31 49.93 47.20 32.80 34.01 42.64 33.42 38.95 51.87 82.73 42.06 34.66 17.09 36.77 52.15 67.08 24.08 40.00 79.62 74.73 26.08 25.61 47.13 50.21 53.67 33.54 31.83 10.00 25.61 32.56 36.06 52.50 44.18 28.64 53.85 31.06 61.33 42.19 40.45 31.62 22.36 45.61 48.37 62.77 0.00 55.03 46.04 46.69 54.41 
49.01 27.31 46.32 41.40 61.07 21.02 45.28 88.60 41.11 13.45 31.24 46.04 21.38 48.85 87.21 49.65 47.85 29.07 15.13 51.31 67.23 18.44 35.38 48.66 77.67 46.52 55.71 20.10 54.59 32.06 8.06 23.35 41.04 22.47 50.80 58.86 32.06 48.83 18.97 53.37 61.74 26.68 32.00 26.40 43.19 17.20 62.03 26.00 32.98 10.00 79.70 42.43 55.03 0.00 17.09 25.61 87.93 
65.19 19.65 29.43 49.09 56.52 22.67 54.20 78.45 29.83 25.32 40.25 29.73 19.21 31.78 75.58 32.76 31.14 44.82 20.12 34.83 55.03 16.97 45.69 34.93 70.00 29.53 44.41 31.62 53.67 29.53 12.04 34.48 50.99 13.60 34.66 52.35 29.53 32.56 15.62 36.50 65.30 22.36 17.09 15.00 28.79 4.47 64.40 25.61 27.20 10.20 80.62 28.64 46.04 17.09 0.00 34.93 88.59 
38.08 27.46 61.66 15.81 45.19 15.03 19.85 78.60 64.14 12.21 5.66 54.33 20.02 61.01 79.93 60.07 63.95 42.11 14.87 59.54 62.80 20.10 10.77 69.86 64.50 58.00 78.89 42.38 34.93 21.63 23.85 4.12 16.12 28.02 57.87 46.04 21.63 56.57 22.09 68.47 37.36 22.80 52.00 32.02 63.69 31.62 38.47 17.09 26.83 25.06 56.57 63.56 46.69 25.61 34.93 0.00 64.78 
86.13 69.64 101.83 51.01 37.01 67.78 51.24 57.01 116.76 75.93 60.30 86.37 69.78 96.26 65.28 92.85 104.66 106.23 73.05 88.87 65.39 72.50 60.00 118.07 42.76 93.38 130.00 106.73 34.99 59.06 82.64 68.59 56.14 75.29 86.05 44.41 59.06 86.56 73.35 106.15 28.00 66.24 102.08 75.72 111.83 84.12 26.31 63.56 62.13 82.46 8.25 112.80 54.41 87.93 88.59 64.78 0.00 
