5.10 91.92 45.62 49.65 20.40 54.64 65.00 62.27 62.17 39.46 0.00 36.22 79.31 100.00 60.31 24.21 48.60 16.64 75.18 11.18 40.01 61.33 34.41 43.01 43.46 33.54 36.88 50.57 45.18 46.49 66.04 11.66 33.60 36.69 7.07 89.87 36.14 67.08 52.43 33.11 83.53 36.06 45.12 95.44 
31.40 67.54 16.76 20.62 16.00 36.14 31.89 39.36 29.68 46.10 36.22 0.00 43.66 72.95 36.40 58.19 25.18 46.10 62.00 43.32 51.62 35.23 28.84 32.89 21.38 33.42 4.00 26.93 25.32 45.18 36.89 47.07 34.89 15.03 31.02 66.85 54.64 34.00 39.46 11.66 53.15 61.74 16.12 66.07 
74.73 47.54 36.01 33.24 58.94 59.36 18.03 55.04 34.89 73.76 79.31 43.66 0.00 46.01 36.89 101.84 39.29 86.15 62.37 86.98 80.78 48.75 57.71 54.41 51.62 62.97 42.45 50.61 54.49 66.85 26.40 90.52 73.25 51.61 73.35 49.65 87.48 32.89 52.77 47.27 25.71 97.62 43.93 36.01 
96.94 11.00 57.01 52.80 82.81 100.88 43.08 98.49 78.45 74.67 100.00 72.95 46.01 0.00 39.70 124.20 51.62 99.13 40.01 110.39 80.96 92.20 67.12 59.17 89.55 70.33 69.63 91.08 93.23 64.51 36.06 111.52 107.70 86.35 92.96 15.03 90.14 77.65 50.99 68.68 21.59 102.18 81.54 10.20 
57.28 32.20 19.65 16.12 43.60 70.01 19.80 70.46 53.16 40.00 60.31 36.40 36.89 39.70 0.00 84.50 12.21 60.42 28.79 70.72 47.01 64.78 28.23 21.38 56.32 32.28 32.57 60.00 60.30 31.40 10.77 71.84 70.94 51.20 53.26 30.89 55.15 54.78 16.49 29.68 25.50 66.61 49.04 35.78 
27.78 116.00 69.46 73.57 43.38 65.97 88.55 74.73 80.06 59.51 24.21 58.19 101.84 124.20 84.50 0.00 72.80 30.68 97.91 14.87 57.87 75.66 58.05 66.60 59.03 56.40 59.62 65.28 59.30 68.10 90.14 12.73 40.80 54.15 31.24 113.85 50.99 85.05 75.93 56.94 107.62 45.01 63.20 119.62 
45.34 44.41 9.22 7.81 31.40 60.30 21.38 61.85 46.53 34.48 48.60 25.18 39.29 51.62 12.21 72.80 0.00 50.29 37.12 58.80 41.48 56.61 19.03 15.23 46.01 24.02 21.21 50.49 50.01 28.30 18.03 60.22 59.14 40.20 41.62 43.05 48.37 49.09 16.64 17.49 35.34 59.01 39.32 46.87 
20.52 89.87 50.36 53.76 30.68 70.29 69.87 77.42 74.67 29.15 16.64 46.10 86.15 99.13 60.42 30.68 50.29 0.00 68.77 24.33 27.20 75.80 32.20 39.96 57.98 28.84 45.40 65.19 60.22 38.42 68.31 20.02 50.22 50.61 16.64 87.20 21.00 79.38 48.60 39.00 85.44 19.42 58.18 96.18 
73.82 29.02 46.27 43.74 64.03 97.42 47.51 98.66 81.91 40.36 75.18 62.00 62.37 40.01 28.79 97.91 37.12 68.77 0.00 86.35 45.22 93.17 41.23 32.89 83.10 41.68 58.00 87.57 87.09 30.41 36.89 85.44 94.37 77.01 68.43 25.00 54.64 83.57 23.77 52.35 41.34 66.57 76.42 43.42 
13.45 102.59 54.92 59.08 28.65 54.23 73.82 62.63 66.03 50.22 11.18 43.32 86.98 110.39 70.72 14.87 58.80 24.33 86.35 0.00 50.16 62.82 45.49 54.08 45.54 44.72 44.78 52.17 46.32 57.58 75.80 6.40 30.23 40.01 18.03 100.66 45.18 71.03 63.51 42.44 93.23 42.72 49.00 105.42 
41.44 70.58 46.52 48.10 41.68 84.60 62.82 89.81 80.92 7.07 40.01 51.62 80.78 80.96 47.01 57.87 41.48 27.20 45.22 50.16 0.00 86.45 24.19 26.48 70.21 18.87 48.92 77.01 73.50 16.49 57.22 46.87 70.21 62.43 35.51 67.23 9.43 84.81 31.14 40.46 72.11 21.47 67.27 80.41 
56.36 90.45 47.43 49.48 46.23 12.53 50.16 6.32 13.93 81.22 61.33 35.23 48.75 92.20 64.78 75.66 56.61 75.80 93.17 62.82 86.45 0.00 64.07 67.54 17.89 68.60 38.59 10.77 16.49 80.26 60.00 68.68 36.06 25.24 59.17 91.14 88.46 16.40 72.80 46.87 70.61 93.81 19.21 82.97 
32.65 58.26 22.47 24.52 24.00 64.08 40.11 68.10 57.28 17.80 34.41 28.84 57.71 67.12 28.23 58.05 19.03 32.20 41.23 45.49 24.19 64.07 0.00 8.60 49.24 5.39 25.61 55.47 52.92 16.76 36.67 45.34 55.00 41.79 27.46 55.90 29.83 60.96 18.03 17.20 53.45 40.05 44.94 63.98 
41.18 50.00 21.93 22.47 31.40 68.96 36.40 72.09 59.20 19.42 43.01 32.89 54.41 59.17 21.38 66.60 15.23 39.96 32.89 54.08 26.48 67.54 8.60 0.00 54.12 11.18 29.15 59.81 57.97 13.45 31.00 53.91 62.20 47.07 36.06 47.51 34.00 62.37 9.43 21.59 46.87 45.28 48.85 56.65 
38.48 85.73 37.01 40.20 29.00 14.87 46.52 19.80 21.59 65.51 43.46 21.38 51.62 89.55 56.32 59.03 46.01 57.98 83.10 45.54 70.21 17.89 49.24 54.12 0.00 53.24 25.32 7.21 4.00 65.92 54.41 51.20 22.36 7.81 41.34 85.62 71.45 26.48 60.83 32.57 68.43 76.22 8.06 81.41 
32.57 61.03 27.86 29.83 26.48 67.98 45.28 72.40 62.29 12.73 33.54 33.42 62.97 70.33 32.28 56.40 24.02 28.84 41.68 44.72 18.87 68.60 5.39 11.18 53.24 0.00 30.41 59.68 56.80 14.00 41.30 43.83 57.22 45.62 26.93 58.41 24.52 66.07 19.85 21.93 57.72 35.00 49.41 67.78 
32.28 63.95 13.00 17.00 16.49 40.02 29.41 42.95 32.02 43.14 36.88 4.00 42.45 69.63 32.57 59.62 21.21 45.40 58.00 44.78 48.92 38.59 25.61 29.15 25.32 30.41 0.00 30.68 29.27 41.68 33.60 48.08 38.48 19.03 31.14 63.16 52.48 36.06 35.51 8.49 50.21 60.17 19.70 63.03 
45.62 88.07 41.30 44.05 36.07 10.05 48.08 12.81 17.49 72.11 50.57 26.93 50.61 91.08 60.00 65.28 50.49 65.19 87.57 52.17 77.01 10.77 55.47 59.81 7.21 59.68 30.68 0.00 6.00 72.01 56.89 57.97 26.68 14.87 48.55 88.28 78.49 21.93 65.97 38.48 69.64 83.41 11.18 82.46 
40.31 89.56 41.01 44.18 32.02 11.18 50.16 17.20 22.85 68.96 45.18 25.32 54.49 93.23 60.30 59.30 50.01 60.22 87.09 46.32 73.50 16.49 52.92 57.97 4.00 56.80 29.27 6.00 0.00 69.64 58.24 52.20 20.88 11.18 43.60 89.50 74.41 27.51 64.78 36.40 72.01 78.75 11.70 84.97 
46.10 54.23 35.38 35.81 40.31 80.78 48.85 84.53 72.47 10.30 46.49 45.18 66.85 64.51 31.40 68.10 28.30 38.42 30.41 57.58 16.49 80.26 16.76 13.45 65.92 14.00 41.68 72.01 69.64 0.00 41.98 55.90 71.18 58.52 40.26 50.99 25.63 75.74 15.03 33.54 56.00 37.70 61.29 63.95 
62.43 31.32 21.21 16.97 47.51 66.91 10.77 66.03 47.27 50.16 66.04 36.89 26.40 36.06 10.77 90.14 18.03 68.31 36.89 75.80 57.22 60.00 36.67 31.00 54.41 41.30 33.60 56.89 58.24 41.98 0.00 77.70 71.69 50.57 59.17 31.40 65.00 48.05 27.20 33.42 17.49 76.16 46.57 29.73 
15.81 103.28 57.25 61.29 31.62 60.42 76.56 68.71 71.25 47.76 11.66 47.07 90.52 111.52 71.84 12.73 60.22 20.02 85.44 6.40 46.87 68.68 45.34 53.91 51.20 43.83 48.08 57.97 52.20 55.90 77.70 0.00 36.62 45.28 18.60 101.12 41.01 76.24 63.25 44.72 95.19 37.36 54.15 107.07 
30.02 102.42 51.48 55.46 31.00 25.32 65.60 34.23 43.66 67.47 33.60 34.89 73.25 107.70 70.94 40.80 59.14 50.22 94.37 30.23 70.21 36.06 55.00 62.20 22.36 57.22 38.48 26.68 20.88 71.18 71.69 36.62 0.00 21.93 35.34 101.64 68.45 48.38 70.71 42.20 87.42 69.63 29.41 100.44 
31.62 81.71 31.58 35.17 21.21 22.36 43.83 27.59 26.02 57.80 36.69 15.03 51.61 86.35 51.20 54.15 40.20 50.61 77.01 40.01 62.43 25.24 41.79 47.07 7.81 45.62 19.03 14.87 11.18 58.52 50.57 45.28 21.93 0.00 34.00 81.27 63.66 31.02 54.23 25.50 65.73 68.60 9.06 78.77 
6.00 84.85 39.00 42.95 15.03 53.81 58.52 60.80 58.52 34.01 7.07 31.02 73.35 92.96 53.26 31.24 41.62 16.64 68.43 18.03 35.51 59.17 27.46 36.06 41.34 26.93 31.14 48.55 43.60 40.26 59.17 18.60 35.34 34.00 0.00 82.81 33.11 63.32 45.49 26.57 76.66 35.36 41.79 88.48 
87.32 4.12 50.16 46.24 74.33 98.31 41.01 97.25 78.00 61.27 89.87 66.85 49.65 15.03 30.89 113.85 43.05 87.20 25.00 100.66 67.23 91.14 55.90 47.51 85.62 58.41 63.16 88.28 89.50 50.99 31.40 101.12 101.64 81.27 82.81 0.00 76.56 78.16 38.60 60.54 24.17 88.64 77.88 20.25 
38.63 79.85 52.20 54.34 42.45 85.28 69.72 91.24 84.31 15.52 36.14 54.64 87.48 90.14 55.15 50.99 48.37 21.00 54.64 45.18 9.43 88.46 29.83 34.00 71.45 24.52 52.48 78.49 74.41 25.63 65.00 41.01 68.45 63.66 33.11 76.56 0.00 88.51 39.81 44.29 80.50 12.08 69.53 89.27 
61.98 77.01 40.61 41.34 48.70 28.32 37.48 22.47 5.00 78.75 67.08 34.00 32.89 77.65 54.78 85.05 49.09 79.38 83.57 71.03 84.81 16.40 60.96 62.37 26.48 66.07 36.06 21.93 27.51 75.74 48.05 76.24 48.38 31.02 63.32 78.16 88.51 0.00 65.73 44.41 56.22 95.71 22.09 68.07 
50.61 41.34 25.50 24.41 40.26 75.50 34.99 77.79 63.13 24.33 52.43 39.46 52.77 50.99 16.49 75.93 16.64 48.60 23.77 63.51 31.14 72.80 18.03 9.43 60.83 19.85 35.51 65.97 64.78 15.03 27.20 63.25 70.71 54.23 45.49 38.60 39.81 65.73 0.00 29.00 41.01 51.66 54.82 49.48 
29.15 61.85 12.53 16.64 14.14 47.43 31.95 51.00 40.46 34.66 33.11 11.66 47.27 68.68 29.68 56.94 17.49 39.00 52.35 42.44 40.46 46.87 17.20 21.59 32.57 21.93 8.49 38.48 36.40 33.54 33.42 44.72 42.20 25.50 26.57 60.54 44.29 44.41 29.00 0.00 50.80 52.50 27.78 63.13 
79.88 21.84 38.42 34.21 64.82 79.38 21.95 76.90 56.89 65.19 83.53 53.15 25.71 21.59 25.50 107.62 35.34 85.44 41.34 93.23 72.11 70.61 53.45 46.87 68.43 57.72 50.21 69.64 72.01 56.00 17.49 95.19 87.42 65.73 76.66 24.17 80.50 56.22 41.01 50.80 0.00 92.07 60.37 13.04 
39.82 91.92 61.81 64.38 47.71 89.14 80.16 95.90 91.24 27.51 36.06 61.74 97.62 102.18 66.61 45.01 59.01 19.42 66.57 42.72 21.47 93.81 40.05 45.28 76.22 35.00 60.17 83.41 78.75 37.70 76.16 37.36 69.63 68.60 35.36 88.64 12.08 95.71 51.66 52.50 92.07 0.00 75.47 101.14 
40.02 77.88 30.15 33.00 27.78 21.02 38.48 23.26 17.12 62.01 45.12 16.12 43.93 81.54 49.04 63.20 39.32 58.18 76.42 49.00 67.27 19.21 44.94 48.85 8.06 49.41 19.70 11.18 11.70 61.29 46.57 54.15 29.41 9.06 41.79 77.88 69.53 22.09 54.82 27.78 60.37 75.47 0.00 73.36 
92.01 16.40 50.93 46.69 77.23 92.11 34.99 89.29 69.12 73.76 95.44 66.07 36.01 10.20 35.78 119.62 46.87 96.18 43.42 105.42 80.41 82.97 63.98 56.65 81.41 67.78 63.03 82.46 84.97 63.95 29.73 107.07 100.44 78.77 88.48 20.25 89.27 68.07 49.48 63.13 13.04 101.14 73.36 0.00 
